obj,t,loss,grad,nstar,s_op,base_n,base_s
A_order,0,-0.2400786945652959,1.563320351106419,8192,3.326821982667709,8192.0,3.2793549096300394
A_order,10,0.8838203084425079,0.11876831023040288,8192,3.243538085347169,8192.0,3.2793549096300394
A_order,20,0.9050719736430195,0.08965969416335332,8192,3.2083348965425023,8192.0,3.2793549096300394
A_order,30,0.9186995242045749,0.07567155319938107,8192,3.1810338663131694,8192.0,3.2793549096300394
B_heating,0,-11.625700045318968,0.7716283165014223,128,1.3639555012969842,2048.0,1.5687416512092152
B_heating,10,3.5606354136368172,1.5162808576270432,2048,2.84392298586372,2048.0,1.5687416512092152
B_heating,20,5.5058177219308835,0.976097291429127,2048,2.865970357246816,2048.0,1.5687416512092152
B_heating,30,7.058610603934236,0.8538672682146484,,2.856563327879426,2048.0,1.5687416512092152
